id,cliente_sexo,loja_cidade,produto_produto,produto_valor,cliente_idade,promoção,pg
1432,M,Salvador,laptop_básico,2300.0,87,0,1
1433,M,Curitiba,laptop_básico,2300.0,70,1,0
1434,M,Palmas,mouse,20.0,22,0,1
1435,M,Rio_de_Janeiro,mesa,860.0,27,1,1
1436,F,Curitiba,xxx_231a,321.1352,62,1,1
1437,F,Curitiba,laptop_básico,2300.0,37,0,1
1438,F,Rio_de_Janeiro,laptop_básico,2300.0,71,0,0
1439,F,Curitiba,laptop_básico,2300.0,26,0,1
1440,M,Brasília,teclado,30.0,31,0,1
1441,M,Rio_de_Janeiro,xxx_231a,321.1352,81,1,1
1442,F,Salvador,teclado,30.0,55,1,1
1443,M,Rio_de_Janeiro,cadeira,540.0,60,0,0
1444,M,Rio_de_Janeiro,laptop_básico,2300.0,25,1,1
1445,F,Vitória,laptop_gamer,5300.0,37,1,0
1446,F,Santa_Catarina,laptop_básico,2300.0,39,1,0
1447,F,Vitória,mouse,20.0,31,0,1
1448,F,Recife,monitor,1500.0,64,0,1
1449,F,Belo_Horizonte,mesa,860.0,26,0,1
1450,F,Belo_Horizonte,laptop_básico,2300.0,20,0,1
1451,M,Rio_de_Janeiro,teclado,30.0,75,0,1
1452,F,Vitória,laptop_básico,2300.0,43,1,1
1453,M,Salvador,laptop_básico,2300.0,28,1,1
1454,F,Belo_Horizonte,laptop_básico,2300.0,39,1,1
1455,M,Recife,xxx_231a,321.1352,32,1,1
1456,M,Rio_de_Janeiro,carregador,150.0,32,0,1
1457,M,Santa_Catarina,cadeira,540.0,77,0,1
1458,M,Rio_de_Janeiro,cadeira,540.0,42,0,0
1459,F,Brasília,laptop_básico,2300.0,85,1,1
1460,M,Rio_de_Janeiro,laptop_básico,2300.0,48,0,0
1461,M,Rio_de_Janeiro,monitor,1500.0,58,0,0
1462,M,Belo_Horizonte,laptop_básico,2300.0,55,0,1
1463,M,Rio_de_Janeiro,laptop_básico,2300.0,23,0,0
1464,M,Rio_de_Janeiro,laptop_básico,2300.0,78,0,1
1465,M,Belo_Horizonte,mouse,20.0,41,1,1
1466,F,Rio_de_Janeiro,carregador,150.0,52,1,1
1467,M,Salvador,cadeira,540.0,68,0,1
1468,M,Vitória,laptop_básico,2300.0,60,1,1
1469,F,Rio_de_Janeiro,impressora,700.0,23,0,0
1470,M,Curitiba,carregador,150.0,75,1,1
1471,M,Vitória,laptop_básico,2300.0,71,1,1
1472,M,Salvador,mouse,20.0,31,0,1
1473,F,Belo_Horizonte,laptop_básico,2300.0,34,1,1
1474,F,Rio_de_Janeiro,impressora,700.0,27,1,0
1475,F,Belo_Horizonte,cadeira,540.0,49,0,1
1476,F,Santa_Catarina,laptop_básico,2300.0,82,0,1
1477,M,Brasília,mesa,860.0,56,1,1
1478,F,Rio_de_Janeiro,laptop_básico,2300.0,38,0,0
1479,M,Rio_de_Janeiro,laptop_básico,2300.0,54,0,1
1480,M,Rio_de_Janeiro,monitor,1500.0,31,1,1
1481,F,Brasília,laptop_básico,2300.0,71,1,1
1482,M,Vitória,carregador,150.0,44,1,1
1483,F,Rio_de_Janeiro,teclado,30.0,86,1,1
1484,M,Rio_de_Janeiro,xxx_231a,321.1352,26,0,1
1485,F,São_Paulo,laptop_básico,2300.0,59,1,1
1486,F,Curitiba,impressora,700.0,59,1,0
1487,F,Palmas,laptop_básico,2300.0,24,1,1
1488,F,Santa_Catarina,carregador,150.0,59,1,1
1489,M,Vitória,laptop_básico,2300.0,75,0,0
1490,F,Salvador,laptop_básico,2300.0,37,0,1
1491,F,Salvador,laptop_básico,2300.0,86,1,1
1492,F,Rio_de_Janeiro,laptop_básico,2300.0,87,0,0
1493,M,Recife,laptop_básico,2300.0,22,1,1
1494,M,Rio_de_Janeiro,monitor,1500.0,60,0,1
1495,M,Salvador,laptop_básico,2300.0,25,1,1
1496,F,Rio_de_Janeiro,cadeira,540.0,69,0,0
1497,F,Brasília,teclado,30.0,46,0,0
1498,F,Palmas,teclado,30.0,20,0,1
1499,M,Rio_de_Janeiro,laptop_básico,2300.0,88,0,0
1500,M,Rio_de_Janeiro,xxx_231a,321.1352,67,0,1
1501,M,Belo_Horizonte,xxx_231a,321.1352,47,0,1
1502,M,Rio_de_Janeiro,monitor,1500.0,39,0,1
1503,F,Palmas,carregador,150.0,66,1,1
1504,F,Curitiba,laptop_básico,2300.0,34,0,0
1505,M,Curitiba,mouse,20.0,21,0,0
1506,M,Rio_de_Janeiro,mouse,20.0,42,1,1
1507,M,Rio_de_Janeiro,mesa,860.0,49,0,0
1508,M,Recife,monitor,1500.0,24,1,1
1509,M,Belo_Horizonte,laptop_básico,2300.0,27,1,1
1510,F,Santa_Catarina,monitor,1500.0,33,0,1
1511,M,Recife,laptop_básico,2300.0,68,1,1
1512,M,Vitória,laptop_básico,2300.0,29,1,1
1513,F,São_Paulo,laptop_básico,2300.0,51,0,1
1514,F,Curitiba,laptop_básico,2300.0,74,1,1
1515,M,Rio_de_Janeiro,impressora,700.0,20,1,1
1516,F,Brasília,laptop_básico,2300.0,48,0,1
1517,M,Rio_de_Janeiro,monitor,1500.0,57,0,0
1518,F,Brasília,teclado,30.0,81,1,1
1519,M,Salvador,laptop_básico,2300.0,88,1,1
1520,M,Santa_Catarina,laptop_básico,2300.0,69,0,1
1521,M,Palmas,cadeira,540.0,65,0,1
1522,M,Curitiba,xxx_231a,321.1352,58,1,1
1523,F,Santa_Catarina,laptop_gamer,5300.0,27,0,1
1524,M,Vitória,monitor,1500.0,50,0,1
1525,F,Vitória,laptop_básico,2300.0,72,1,1
1526,F,Rio_de_Janeiro,xxx_231a,321.1352,68,0,0
1527,M,São_Paulo,laptop_básico,2300.0,47,1,1
1528,M,Rio_de_Janeiro,mouse,20.0,54,0,1
1529,M,Rio_de_Janeiro,xxx_231a,321.1352,75,0,1
1530,M,São_Paulo,laptop_básico,2300.0,50,1,1
1531,M,Curitiba,laptop_básico,2300.0,65,1,1
1532,F,Rio_de_Janeiro,laptop_básico,2300.0,77,0,0
1533,F,Salvador,xxx_231a,321.1352,51,1,1
1534,F,Rio_de_Janeiro,mouse,20.0,72,1,0
1535,M,Palmas,impressora,700.0,54,0,1
1536,F,Brasília,carregador,150.0,78,1,1
1537,M,Palmas,laptop_básico,2300.0,65,1,1
1538,M,Rio_de_Janeiro,mesa,860.0,47,0,0
1539,F,Vitória,laptop_básico,2300.0,48,0,1
1540,M,São_Paulo,teclado,30.0,40,0,1
1541,M,Rio_de_Janeiro,laptop_básico,2300.0,51,0,0
1542,F,Rio_de_Janeiro,mesa,860.0,22,0,0
1543,M,Rio_de_Janeiro,teclado,30.0,49,0,0
1544,M,Palmas,laptop_básico,2300.0,52,0,1
1545,M,Rio_de_Janeiro,monitor,1500.0,50,0,0
1546,F,Rio_de_Janeiro,laptop_básico,2300.0,36,0,0
1547,F,Salvador,impressora,700.0,86,1,1
1548,M,Rio_de_Janeiro,laptop_básico,2300.0,37,1,1
1549,F,Rio_de_Janeiro,laptop_básico,2300.0,86,0,0
1550,F,Rio_de_Janeiro,xxx_231a,321.1352,87,0,1
1551,M,Salvador,monitor,1500.0,73,0,1
1552,M,Brasília,laptop_básico,2300.0,87,0,1
1553,M,Vitória,laptop_gamer,5300.0,41,0,0
1554,F,Rio_de_Janeiro,cadeira,540.0,39,0,1
1555,F,Salvador,mesa,860.0,42,0,1
1556,M,Palmas,laptop_básico,2300.0,32,1,1
1557,M,Rio_de_Janeiro,laptop_básico,2300.0,60,0,1
1558,F,Rio_de_Janeiro,laptop_básico,2300.0,55,0,0
1559,M,Rio_de_Janeiro,carregador,150.0,31,0,1
1560,F,Vitória,laptop_básico,2300.0,35,0,1
1561,F,Palmas,mouse,20.0,27,1,1
1562,M,Rio_de_Janeiro,laptop_básico,2300.0,62,1,1
1563,M,Rio_de_Janeiro,mouse,20.0,39,0,0
1564,F,Recife,laptop_básico,2300.0,72,1,1
1565,M,Recife,laptop_básico,2300.0,71,0,1
1566,F,Vitória,mouse,20.0,23,0,1
1567,F,Rio_de_Janeiro,impressora,700.0,82,0,0
1568,F,Rio_de_Janeiro,laptop_básico,2300.0,25,1,0
1569,F,Vitória,mesa,860.0,21,1,1
1570,M,Rio_de_Janeiro,laptop_básico,2300.0,72,1,1
1571,F,Vitória,mesa,860.0,33,0,1
1572,F,Rio_de_Janeiro,monitor,1500.0,74,0,0
1573,F,Curitiba,laptop_básico,2300.0,45,1,1
1574,M,Rio_de_Janeiro,laptop_básico,2300.0,80,0,1
1575,M,Recife,teclado,30.0,55,0,1
1576,F,São_Paulo,carregador,150.0,33,1,1
1577,F,Santa_Catarina,cadeira,540.0,29,1,1
1578,F,Vitória,mesa,860.0,68,0,1
1579,F,Rio_de_Janeiro,laptop_básico,2300.0,50,1,1
1580,F,Curitiba,laptop_gamer,5300.0,41,0,0
1581,M,Santa_Catarina,carregador,150.0,37,0,1
1582,F,Rio_de_Janeiro,impressora,700.0,51,0,1
1583,F,São_Paulo,laptop_básico,2300.0,71,1,1
1584,F,Recife,mouse,20.0,80,0,1
1585,M,Rio_de_Janeiro,carregador,150.0,51,0,0
1586,M,Rio_de_Janeiro,laptop_básico,2300.0,74,1,1
1587,M,Rio_de_Janeiro,cadeira,540.0,30,0,0
1588,M,Rio_de_Janeiro,laptop_básico,2300.0,50,0,0
1589,F,Salvador,laptop_básico,2300.0,24,0,1
1590,F,Recife,cadeira,540.0,86,1,1
1591,M,Recife,xxx_231a,321.1352,84,1,1
1592,F,Belo_Horizonte,xxx_231a,321.1352,32,0,0
1593,M,Brasília,cadeira,540.0,83,0,1
1594,M,Palmas,impressora,700.0,38,0,1
1595,M,Palmas,teclado,30.0,65,0,1
1596,M,Brasília,impressora,700.0,31,1,1
1597,F,São_Paulo,laptop_básico,2300.0,40,1,1
1598,M,Rio_de_Janeiro,laptop_básico,2300.0,20,1,1
1599,M,Brasília,monitor,1500.0,20,0,1
1600,O,Rio_de_Janeiro,laptop_básico,2300.0,25,0,0
1601,M,Palmas,xxx_231a,321.1352,62,1,1
1602,F,Brasília,laptop_básico,2300.0,64,0,1
1603,F,Palmas,laptop_básico,2300.0,53,0,0
1604,F,Palmas,mesa,860.0,33,0,1
1605,F,São_Paulo,carregador,150.0,81,1,1
1606,F,Vitória,laptop_básico,2300.0,33,0,1
1607,M,Rio_de_Janeiro,laptop_básico,2300.0,34,0,0
1608,M,São_Paulo,laptop_básico,2300.0,40,0,1
1609,M,São_Paulo,teclado,30.0,88,1,1
1610,M,Rio_de_Janeiro,cadeira,540.0,63,0,0
1611,F,Brasília,laptop_básico,2300.0,86,0,1
1612,M,Vitória,mouse,20.0,28,0,1
1613,F,Rio_de_Janeiro,laptop_básico,2300.0,64,1,1
1614,M,Santa_Catarina,laptop_básico,2300.0,80,1,1
1615,F,Rio_de_Janeiro,carregador,150.0,72,0,1
1616,F,Salvador,laptop_básico,2300.0,62,1,1
1617,F,Rio_de_Janeiro,laptop_básico,2300.0,41,1,1
1618,F,Rio_de_Janeiro,cadeira,540.0,23,1,0
1619,M,São_Paulo,laptop_básico,2300.0,28,1,1
1620,M,Rio_de_Janeiro,laptop_gamer,5300.0,68,0,0
1621,F,Belo_Horizonte,mouse,20.0,88,1,1
1622,M,São_Paulo,impressora,700.0,60,0,1
1623,M,Rio_de_Janeiro,cadeira,540.0,74,0,0
1624,F,Santa_Catarina,laptop_básico,2300.0,35,0,1
1625,F,Brasília,laptop_básico,2300.0,34,1,1
1626,F,Rio_de_Janeiro,cadeira,540.0,86,1,0
1627,M,Santa_Catarina,carregador,150.0,88,1,1
1628,M,Salvador,cadeira,540.0,42,0,0
1629,F,Rio_de_Janeiro,laptop_básico,2300.0,82,0,0
1630,F,Rio_de_Janeiro,impressora,700.0,40,0,0
1631,M,Santa_Catarina,teclado,30.0,28,0,0
1632,F,Santa_Catarina,teclado,30.0,21,0,1
1633,M,Santa_Catarina,carregador,150.0,71,0,1
1634,M,Curitiba,mouse,20.0,53,0,1
1635,M,Vitória,laptop_básico,2300.0,22,0,1
1636,F,Belo_Horizonte,laptop_básico,2300.0,27,0,1
1637,M,Rio_de_Janeiro,laptop_básico,2300.0,49,1,0
1638,M,Brasília,mesa,860.0,71,1,1
1639,F,Rio_de_Janeiro,laptop_básico,2300.0,85,0,0
1640,F,Vitória,laptop_básico,2300.0,25,0,1
1641,M,Salvador,laptop_básico,2300.0,74,0,0
1642,M,Belo_Horizonte,monitor,1500.0,81,0,1
1643,F,Santa_Catarina,laptop_básico,2300.0,85,1,1
1644,M,Brasília,laptop_gamer,5300.0,30,0,0
1645,F,Rio_de_Janeiro,laptop_básico,2300.0,51,0,0
1646,M,Rio_de_Janeiro,laptop_básico,2300.0,31,1,1
1647,M,Recife,teclado,30.0,21,1,1
1648,F,Vitória,impressora,700.0,66,0,1
1649,F,Belo_Horizonte,laptop_básico,2300.0,78,1,1
1650,F,Recife,laptop_básico,2300.0,22,0,1
1651,F,Rio_de_Janeiro,laptop_básico,2300.0,78,0,0
1652,M,Rio_de_Janeiro,mesa,860.0,28,1,1
1653,F,Santa_Catarina,laptop_básico,2300.0,49,1,1
1654,M,Curitiba,laptop_básico,2300.0,58,0,1
1655,M,Rio_de_Janeiro,cadeira,540.0,23,0,0
1656,F,Salvador,laptop_gamer,5300.0,27,0,1
1657,M,Santa_Catarina,laptop_gamer,5300.0,55,0,0
1658,M,Rio_de_Janeiro,laptop_básico,2300.0,60,0,0
1659,F,Salvador,laptop_básico,2300.0,63,0,1
1660,M,Rio_de_Janeiro,laptop_gamer,5300.0,51,0,0
1661,F,São_Paulo,mouse,20.0,40,0,1
1662,F,Rio_de_Janeiro,laptop_básico,2300.0,61,1,1
1663,M,Recife,laptop_básico,2300.0,73,1,1
1664,M,Recife,mouse,20.0,50,0,1
1665,M,Recife,laptop_básico,2300.0,86,1,1
1666,M,Santa_Catarina,mesa,860.0,66,0,1
1667,F,Rio_de_Janeiro,laptop_básico,2300.0,46,0,0
1668,M,Recife,cadeira,540.0,38,0,0
1669,M,Curitiba,laptop_básico,2300.0,60,1,1
1670,F,Vitória,laptop_básico,2300.0,36,1,1
1671,M,Santa_Catarina,laptop_básico,2300.0,33,1,1
1672,M,Salvador,laptop_básico,2300.0,49,1,1
1673,F,Curitiba,laptop_básico,2300.0,56,0,1
1674,F,Rio_de_Janeiro,monitor,1500.0,27,0,0
1675,F,Curitiba,carregador,150.0,26,1,1
1676,M,Belo_Horizonte,carregador,150.0,74,0,1
1677,M,Rio_de_Janeiro,laptop_básico,2300.0,73,0,1
1678,F,Rio_de_Janeiro,laptop_básico,2300.0,26,0,0
1679,M,Santa_Catarina,laptop_básico,2300.0,51,0,0
1680,F,Brasília,laptop_gamer,5300.0,73,0,0
1681,M,São_Paulo,teclado,30.0,66,1,1
1682,M,Rio_de_Janeiro,impressora,700.0,23,1,1
1683,M,Recife,teclado,30.0,40,1,1
1684,F,Rio_de_Janeiro,laptop_básico,2300.0,83,0,1
1685,F,Rio_de_Janeiro,monitor,1500.0,49,0,0
1686,F,Salvador,laptop_básico,2300.0,75,0,1
1687,F,São_Paulo,laptop_básico,2300.0,64,1,1
1688,M,Rio_de_Janeiro,laptop_básico,2300.0,26,1,0
1689,M,Salvador,laptop_básico,2300.0,73,0,1
1690,M,Palmas,carregador,150.0,76,0,1
1691,M,Curitiba,cadeira,540.0,46,1,1
1692,F,Belo_Horizonte,laptop_básico,2300.0,85,0,1
1693,F,Rio_de_Janeiro,laptop_básico,2300.0,25,0,0
1694,F,Rio_de_Janeiro,laptop_básico,2300.0,54,0,0
1695,F,Santa_Catarina,impressora,700.0,33,0,1
1696,M,Rio_de_Janeiro,laptop_básico,2300.0,74,0,0
1697,F,Rio_de_Janeiro,laptop_básico,2300.0,47,0,0
1698,M,Brasília,laptop_básico,2300.0,66,0,1
1699,M,Recife,monitor,1500.0,72,0,1
1700,F,Rio_de_Janeiro,laptop_básico,2300.0,22,1,1
1701,F,Belo_Horizonte,laptop_básico,2300.0,23,1,1
1702,F,Rio_de_Janeiro,teclado,30.0,20,0,0
1703,F,Vitória,laptop_básico,2300.0,42,1,1
1704,M,Santa_Catarina,laptop_básico,2300.0,51,1,1
1705,M,Palmas,monitor,1500.0,88,1,1
1706,F,Rio_de_Janeiro,mouse,20.0,39,1,0
1707,M,Rio_de_Janeiro,laptop_básico,2300.0,61,0,0
1708,M,Rio_de_Janeiro,laptop_básico,2300.0,41,1,0
1709,M,Rio_de_Janeiro,mesa,860.0,79,0,1
1710,M,Salvador,laptop_básico,2300.0,62,0,0
1711,M,Palmas,laptop_básico,2300.0,45,0,0
1712,M,Curitiba,carregador,150.0,78,1,1
1713,F,Recife,laptop_básico,2300.0,59,1,1
1714,M,São_Paulo,mesa,860.0,43,0,1
1715,M,São_Paulo,laptop_básico,2300.0,71,1,1
1716,M,Curitiba,cadeira,540.0,75,0,1
1717,M,Brasília,mesa,860.0,69,1,1
1718,F,Palmas,cadeira,540.0,31,0,1
1719,F,São_Paulo,mouse,20.0,42,0,1
1720,M,Rio_de_Janeiro,laptop_básico,2300.0,88,1,0
1721,F,Palmas,laptop_básico,2300.0,58,1,1
1722,F,Rio_de_Janeiro,mesa,860.0,63,0,0
1723,M,Rio_de_Janeiro,impressora,700.0,66,0,1
1724,M,Vitória,laptop_básico,2300.0,38,1,1
1725,F,São_Paulo,teclado,30.0,38,1,1
1726,M,Rio_de_Janeiro,carregador,150.0,63,0,0
1727,F,Salvador,cadeira,540.0,49,0,1
1728,M,Salvador,cadeira,540.0,57,0,1
1729,M,Rio_de_Janeiro,laptop_básico,2300.0,47,0,1
1730,M,Belo_Horizonte,laptop_básico,2300.0,21,1,1
1731,F,Rio_de_Janeiro,laptop_básico,2300.0,38,0,0
1732,F,Curitiba,mesa,860.0,50,1,1
1733,M,Rio_de_Janeiro,laptop_básico,2300.0,50,1,1
1734,F,Curitiba,monitor,1500.0,71,1,1
1735,M,Palmas,laptop_básico,2300.0,83,1,1
1736,M,São_Paulo,laptop_básico,2300.0,80,0,1
1737,F,Palmas,xxx_231a,321.1352,40,0,1
1738,F,Curitiba,laptop_gamer,5300.0,42,0,1
1739,F,Rio_de_Janeiro,laptop_básico,2300.0,42,1,0
1740,M,Recife,laptop_gamer,5300.0,65,0,0
1741,F,Rio_de_Janeiro,laptop_básico,2300.0,20,0,0
1742,F,São_Paulo,carregador,150.0,72,0,1
1743,F,Rio_de_Janeiro,xxx_231a,321.1352,78,0,0
1744,F,Rio_de_Janeiro,impressora,700.0,39,0,0
1745,F,Palmas,laptop_básico,2300.0,3,1,1
1746,M,Vitória,laptop_básico,2300.0,81,1,1
1747,F,Rio_de_Janeiro,mesa,860.0,42,0,1
1748,M,Salvador,laptop_básico,2300.0,33,1,1
1749,F,São_Paulo,teclado,30.0,37,1,1
1750,M,Curitiba,mesa,860.0,48,1,1
1751,F,Salvador,laptop_básico,2300.0,61,0,1
1752,F,Vitória,monitor,1500.0,74,1,1
1753,F,Rio_de_Janeiro,mouse,20.0,78,1,1
1754,M,São_Paulo,laptop_básico,2300.0,76,1,1
1755,M,Curitiba,teclado,30.0,50,1,1
1756,F,Rio_de_Janeiro,laptop_básico,2300.0,62,0,1
1757,M,Rio_de_Janeiro,laptop_básico,2300.0,51,0,1
1758,M,Belo_Horizonte,monitor,1500.0,58,0,1
1759,F,Belo_Horizonte,xxx_231a,321.1352,56,0,0
1760,M,Palmas,laptop_básico,2300.0,41,1,1
1761,M,Rio_de_Janeiro,carregador,150.0,81,0,0
1762,M,São_Paulo,laptop_básico,2300.0,40,1,1
1763,M,Rio_de_Janeiro,cadeira,540.0,28,1,1
1764,F,Rio_de_Janeiro,laptop_básico,2300.0,26,0,0
1765,F,Brasília,xxx_231a,321.1352,34,1,1
1766,F,Brasília,mesa,860.0,79,0,1
1767,F,Rio_de_Janeiro,laptop_básico,2300.0,39,0,0
1768,M,Brasília,xxx_231a,321.1352,74,1,1
1769,F,Salvador,teclado,30.0,84,0,1
1770,F,Palmas,teclado,30.0,40,1,1
1771,M,Recife,monitor,1500.0,48,0,0
1772,F,São_Paulo,laptop_básico,2300.0,58,1,1
1773,F,Brasília,laptop_básico,2300.0,20,0,0
1774,F,Santa_Catarina,mesa,860.0,64,0,1
1775,F,Brasília,carregador,150.0,54,1,1
1776,M,Rio_de_Janeiro,laptop_básico,2300.0,51,0,0
1777,M,São_Paulo,mesa,860.0,62,0,1
1778,M,São_Paulo,monitor,1500.0,74,0,1
1779,M,Rio_de_Janeiro,laptop_básico,2300.0,61,1,0
1780,F,Vitória,laptop_básico,2300.0,84,1,1
1781,M,Salvador,carregador,150.0,53,0,0
1782,M,Belo_Horizonte,laptop_básico,2300.0,82,1,1
1783,F,Curitiba,laptop_básico,2300.0,62,0,1
1784,F,Rio_de_Janeiro,laptop_básico,2300.0,86,1,0
1785,F,São_Paulo,laptop_básico,2300.0,79,1,1
1786,M,São_Paulo,laptop_básico,2300.0,34,0,1
1787,F,Rio_de_Janeiro,laptop_básico,2300.0,78,0,0
1788,F,Rio_de_Janeiro,mesa,860.0,38,0,0
1789,F,Rio_de_Janeiro,impressora,700.0,38,0,0
1790,F,Brasília,impressora,700.0,59,0,0
1791,M,Vitória,laptop_básico,2300.0,56,1,1
1792,M,Vitória,laptop_básico,2300.0,54,0,1
1793,M,Rio_de_Janeiro,laptop_básico,2300.0,79,0,0
1794,F,Recife,teclado,30.0,77,0,1
1795,F,Recife,mesa,860.0,76,0,1
1796,M,Recife,teclado,30.0,45,0,1
1797,F,Recife,laptop_básico,2300.0,53,0,0
1798,M,Rio_de_Janeiro,xxx_231a,321.1352,78,1,0
1799,F,Belo_Horizonte,laptop_básico,2300.0,24,1,1
1800,F,Belo_Horizonte,monitor,1500.0,58,1,1
1801,M,Santa_Catarina,xxx_231a,321.1352,20,0,1
1802,M,Salvador,laptop_básico,2300.0,48,1,1
1803,F,Rio_de_Janeiro,laptop_básico,2300.0,22,1,1
1804,F,Salvador,impressora,700.0,58,1,1
1805,M,Salvador,laptop_básico,2300.0,28,0,1
1806,M,Salvador,teclado,30.0,69,0,1
1807,M,Vitória,laptop_gamer,5300.0,61,1,1
1808,M,Rio_de_Janeiro,carregador,150.0,61,0,1
1809,F,Salvador,laptop_básico,2300.0,60,1,1
1810,F,Brasília,laptop_básico,2300.0,78,0,1
1811,M,Rio_de_Janeiro,carregador,150.0,37,1,0
1812,F,Rio_de_Janeiro,laptop_básico,2300.0,59,0,1
1813,F,Rio_de_Janeiro,laptop_básico,2300.0,52,0,0
1814,F,Rio_de_Janeiro,laptop_básico,2300.0,57,0,0
1815,F,Salvador,laptop_básico,2300.0,45,1,1
1816,F,Rio_de_Janeiro,laptop_gamer,5300.0,61,0,0
1817,F,São_Paulo,laptop_básico,2300.0,64,1,1
1818,F,Rio_de_Janeiro,laptop_básico,2300.0,45,0,1
1819,F,São_Paulo,laptop_básico,2300.0,86,0,1
1820,F,Rio_de_Janeiro,teclado,30.0,22,0,1
1821,F,Vitória,carregador,150.0,86,1,1
1822,F,Rio_de_Janeiro,mesa,860.0,71,0,0
1823,F,Rio_de_Janeiro,teclado,30.0,26,0,0
1824,F,Recife,laptop_básico,2300.0,40,1,1
1825,F,Rio_de_Janeiro,laptop_básico,2300.0,42,1,1
1826,M,Rio_de_Janeiro,mesa,860.0,67,1,1
1827,M,Palmas,laptop_básico,2300.0,58,1,1
1828,F,Vitória,impressora,700.0,41,1,1
1829,F,Recife,xxx_231a,321.1352,62,0,1
1830,F,Recife,cadeira,540.0,79,0,1
1831,M,Santa_Catarina,impressora,700.0,23,1,1
1832,M,Salvador,laptop_básico,2300.0,60,0,1
1833,M,Rio_de_Janeiro,teclado,30.0,54,0,1
1834,F,Rio_de_Janeiro,laptop_básico,2300.0,49,0,1
1835,M,Recife,laptop_básico,2300.0,71,1,1
1836,M,Rio_de_Janeiro,laptop_básico,2300.0,65,1,0
1837,M,São_Paulo,laptop_básico,2300.0,26,0,1
1838,M,Brasília,teclado,30.0,74,1,1
1839,M,Rio_de_Janeiro,laptop_básico,2300.0,27,0,0
1840,M,Palmas,cadeira,540.0,21,1,1
1841,M,Rio_de_Janeiro,impressora,700.0,51,1,1
1842,M,Rio_de_Janeiro,teclado,30.0,72,1,1
1843,M,Vitória,laptop_básico,2300.0,26,1,1
1844,M,Belo_Horizonte,mesa,860.0,81,0,0
1845,M,Vitória,xxx_231a,321.1352,28,1,1
1846,M,Belo_Horizonte,teclado,30.0,54,0,1
1847,F,Palmas,laptop_básico,2300.0,87,1,1
1848,F,Salvador,laptop_básico,2300.0,63,0,1
1849,M,Palmas,laptop_básico,2300.0,34,1,1
1850,M,Belo_Horizonte,laptop_gamer,5300.0,63,0,0
1851,M,Recife,laptop_básico,2300.0,47,0,1
1852,M,São_Paulo,laptop_básico,2300.0,54,0,1
1853,M,Rio_de_Janeiro,cadeira,540.0,20,1,0
1854,F,Curitiba,mouse,20.0,31,0,0
1855,F,Palmas,laptop_básico,2300.0,45,0,1
1856,M,Rio_de_Janeiro,laptop_básico,2300.0,55,0,0
1857,M,Vitória,mesa,860.0,49,0,1
1858,F,Belo_Horizonte,laptop_básico,2300.0,69,0,1
1859,F,Rio_de_Janeiro,laptop_básico,2300.0,45,1,1
1860,F,Vitória,cadeira,540.0,28,0,1
1861,M,Rio_de_Janeiro,laptop_básico,2300.0,56,0,1
1862,F,Salvador,impressora,700.0,48,1,1
1863,F,Rio_de_Janeiro,impressora,700.0,55,0,1
1864,F,Rio_de_Janeiro,impressora,700.0,79,0,0
1865,M,Palmas,impressora,700.0,59,0,1
1866,F,São_Paulo,laptop_gamer,5300.0,42,0,1
1867,F,Belo_Horizonte,laptop_básico,2300.0,33,0,1
1868,F,Rio_de_Janeiro,mouse,20.0,30,0,0
1869,M,Santa_Catarina,laptop_básico,2300.0,55,0,1
1870,M,Rio_de_Janeiro,teclado,30.0,85,1,1
1871,M,Rio_de_Janeiro,laptop_básico,2300.0,83,1,1
1872,F,Salvador,xxx_231a,321.1352,38,0,1
1873,F,Brasília,laptop_básico,2300.0,44,1,1
1874,M,Rio_de_Janeiro,laptop_básico,2300.0,50,1,0
1875,M,Rio_de_Janeiro,monitor,1500.0,56,1,1
1876,F,Palmas,laptop_básico,2300.0,39,0,1
1877,M,Brasília,mesa,860.0,62,0,0
1878,M,Recife,laptop_básico,2300.0,83,0,1
1879,M,Belo_Horizonte,laptop_básico,2300.0,36,0,1
1880,F,Curitiba,laptop_básico,2300.0,24,0,1
1881,O,Rio_de_Janeiro,monitor,1500.0,25,1,1
1882,F,São_Paulo,laptop_básico,2300.0,45,1,1
1883,F,Rio_de_Janeiro,xxx_231a,321.1352,69,0,1
1884,M,Recife,laptop_básico,2300.0,28,0,1
1885,M,Brasília,laptop_básico,2300.0,20,0,1
1886,F,Rio_de_Janeiro,laptop_básico,2300.0,40,0,0
1887,F,Rio_de_Janeiro,mesa,860.0,78,0,1
1888,M,Rio_de_Janeiro,laptop_básico,2300.0,50,1,0
1889,M,São_Paulo,teclado,30.0,70,1,0
1890,M,Belo_Horizonte,carregador,150.0,31,0,1
1891,M,Belo_Horizonte,laptop_básico,2300.0,62,1,1
1892,M,Rio_de_Janeiro,mouse,20.0,26,0,1
1893,O,Recife,laptop_básico,2300.0,25,0,1
1894,M,Rio_de_Janeiro,laptop_básico,2300.0,71,0,1
1895,M,Vitória,laptop_gamer,5300.0,59,0,1
1896,M,Rio_de_Janeiro,laptop_básico,2300.0,54,0,1
1897,M,Recife,monitor,1500.0,34,1,1
1898,M,Recife,carregador,150.0,48,0,1
1899,M,Brasília,laptop_básico,2300.0,65,1,1
1900,F,Rio_de_Janeiro,laptop_básico,2300.0,3,0,0
1901,M,Rio_de_Janeiro,laptop_básico,2300.0,76,0,1
